fw_load_avg_1_min;fw_load_avg_5_min;fw_load_avg_15_min;fw_cpu_used;mem_used;root_used;log_used;fw_total_alloc;total_rx_packets;total_tx_packets;created_at;cycle_phase;cycle_factor
0,30;0,30;0,25;1;7783592;10080319;10170723;554665473;12051117;1478268;2024-11-06 15:33:27.601;0.045;0.278
0,31;0,23;0,23;1;7779166;10078385;10168588;557018871;12050144;1486969;2024-11-06 15:36:18.855;0.045;0.279
0,26;0,37;0,31;0;7799830;10081079;10175210;549329731;12041496;1487428;2024-11-06 15:36:50.410;0.045;0.280
0,27;0,28;0,28;0;7785870;10079427;10175830;555900574;12041457;1489246;2024-11-06 15:39:01.117;0.045;0.282
0,24;0,28;0,30;0;7795881;10079189;10171951;563501114;12143054;1483178;2024-11-06 15:42:04.527;0.046;0.283
0,31;0,30;0,26;0;7794366;10081927;10167312;561990378;12129165;1484810;2024-11-06 15:44:39.195;0.046;0.284
0,28;0,38;0,25;3;7783692;10080721;10165972;558959741;12091205;1484485;2024-11-06 15:44:46.838;0.046;0.285
0,34;0,30;0,29;0;7791188;10080743;10178721;558871040;12128456;1483087;2024-11-06 15:48:02.592;0.046;0.286
0,33;0,28;0,31;0;7816654;10080702;10177403;556927338;12135955;1492646;2024-11-06 15:50:19.132;0.046;0.288
0,13;0,32;0,25;2;7777232;10078266;10169667;559866093;12122864;1490111;2024-11-06 15:50:32.696;0.047;0.289
0,22;0,21;0,27;0;7799516;10080080;10176558;559233239;12110023;1492347;2024-11-06 15:53:01.463;0.047;0.290
0,32;0,28;0,31;0;7787570;10080413;10169981;555025440;12140794;1491906;2024-11-06 15:55:21.545;0.047;0.291
0,26;0,31;0,22;0;7777348;10079208;10174451;560534805;12106764;1496278;2024-11-06 15:57:47.326;0.047;0.292
0,32;0,30;0,28;2;7788709;10082546;10171484;552427004;12105446;1487561;2024-11-06 15:59:38.741;0.047;0.294
0,29;0,30;0,29;0;7763827;10078279;10172810;541781899;11858758;1457927;2024-11-06 16:01:20.832;0.048;0.295
0,33;0,21;0,25;2;7795390;10079619;10171098;555851533;11872278;1454562;2024-11-06 16:02:45.700;0.048;0.296
0,27;0,34;0,23;0;7779339;10079401;10178807;552151191;11865079;1452079;2024-11-06 16:05:45.686;0.048;0.297
0,27;0,25;0,32;1;7781626;10080070;10169332;556083431;11938872;1454896;2024-11-06 16:07:31.241;0.048;0.298
0,24;0,32;0,25;3;7792264;10081026;10177060;549991163;11955327;1454411;2024-11-06 16:10:33.787;0.048;0.300
0,31;0,24;0,29;3;7771689;10081319;10173079;551955161;11949198;1458318;2024-11-06 16:10:43.069;0.049;0.301
0,33;0,30;0,27;2;7778062;10079396;10176683;548824496;11960453;1459509;2024-11-06 16:14:09.280;0.049;0.302
0,27;0,32;0,23;0;7798883;10079929;10169454;547819716;11884006;1461086;2024-11-06 16:15:55.389;0.049;0.303
0,25;0,23;0,32;1;7789502;10080033;10167009;562789666;11941967;1455962;2024-11-06 16:17:30.935;0.049;0.304
0,26;0,28;0,31;0;7792612;10078416;10164475;556489661;11971186;1457437;2024-11-06 16:18:44.737;0.049;0.305
0,23;0,30;0,31;3;7787193;10080236;10170112;547398765;11961266;1463646;2024-11-06 16:22:17.919;0.050;0.307
0,31;0,30;0,28;0;7769726;10078360;10178369;549396901;11916461;1462733;2024-11-06 16:22:30.010;0.050;0.308
0,29;0,31;0,32;1;7794906;10080850;10175273;555956190;11990466;1466128;2024-11-06 16:26:57.023;0.050;0.309
0,28;0,23;0,29;2;7775998;10079375;10177450;548290204;11996114;1458692;2024-11-06 16:27:36.256;0.050;0.310
0,25;0,25;0,33;0;7778202;10080268;10172795;545114443;11918740;1463264;2024-11-06 16:29:13.172;0.050;0.311
0,27;0,26;0,27;0;7760109;10078014;10174331;553873660;12003707;1463536;2024-11-06 16:30:41.264;0.051;0.313
0,37;0,33;0,26;0;7776364;10079205;10175376;550652652;11948114;1461629;2024-11-06 16:32:57.873;0.051;0.314
0,34;0,26;0,29;0;7789223;10078518;10168259;548118036;12007912;1465045;2024-11-06 16:35:13.604;0.051;0.315
0,31;0,32;0,31;0;7817673;10080878;10174026;557034193;12018902;1462137;2024-11-06 16:38:46.553;0.051;0.316
0,30;0,41;0,25;0;7787406;10081097;10179529;551599157;12021630;1471226;2024-11-06 16:39:58.478;0.051;0.317
0,43;0,31;0,33;1;7799037;10079385;10171828;551817860;11956598;1467206;2024-11-06 16:41:44.978;0.052;0.318
0,33;0,36;0,26;0;7771827;10079737;10173439;557922705;11975430;1465991;2024-11-06 16:43:00.810;0.052;0.320
0,25;0,32;0,28;1;7793862;10079647;10176673;552814921;11955900;1472352;2024-11-06 16:46:07.329;0.052;0.321
0,32;0,26;0,23;0;7774913;10081974;10176849;555420780;11972297;1470413;2024-11-06 16:47:47.099;0.052;0.322
0,27;0,26;0,26;2;7773555;10080065;10170676;560126609;11962168;1471844;2024-11-06 16:48:44.471;0.052;0.323
0,31;0,28;0,32;0;7801855;10082816;10174715;548620960;12051968;1470247;2024-11-06 16:52:57.741;0.053;0.324
0,38;0,28;0,28;0;7786838;10080836;10182901;542271878;12044172;1471743;2024-11-06 16:54:53.920;0.053;0.326
0,19;0,27;0,26;2;7790660;10079841;10172401;561844731;11974590;1473703;2024-11-06 16:56:51.053;0.053;0.327
0,32;0,30;0,31;1;7776618;10080309;10169061;560913535;11979761;1473363;2024-11-06 16:57:50.083;0.053;0.328
0,26;0,32;0,28;0;7795020;10080182;10179024;551574359;12052711;1473321;2024-11-06 16:59:51.846;0.053;0.329
0,32;0,30;0,29;1;7791522;10078673;10173449;549627867;11747543;1433284;2024-11-06 17:02:12.663;0.054;0.330
0,22;0,28;0,25;0;7766555;10077270;10174029;554255576;11714715;1432348;2024-11-06 17:04:48.325;0.054;0.333
0,29;0,27;0,26;0;7784108;10078893;10164839;548621464;11782414;1432833;2024-11-06 17:04:57.909;0.054;0.331
0,29;0,31;0,26;0;7781025;10077806;10169446;548200543;11748369;1437407;2024-11-06 17:06:48.186;0.054;0.334
0,22;0,24;0,28;0;7775518;10077623;10174750;551100000;11739445;1430654;2024-11-06 17:08:35.450;0.054;0.335
0,29;0,29;0,31;1;7783971;10078775;10170073;544955816;11723929;1434586;2024-11-06 17:12:26.702;0.055;0.336
0,27;0,33;0,24;1;7770690;10078282;10170999;552261072;11777965;1437285;2024-11-06 17:13:33.863;0.055;0.337
0,33;0,27;0,28;0;7775967;10078796;10173105;550780799;11810689;1438172;2024-11-06 17:16:14.565;0.055;0.339
0,25;0,24;0,25;2;7788005;10079621;10155928;559863172;11737940;1438816;2024-11-06 17:17:38.849;0.055;0.340
0,24;0,33;0,30;1;7777414;10080629;10170685;553253131;11758688;1433463;2024-11-06 17:18:38.871;0.055;0.341
0,22;0,35;0,26;0;7766465;10079459;10170888;540370126;11763632;1439532;2024-11-06 17:20:35.448;0.056;0.342
0,21;0,34;0,22;2;7779428;10080439;10171797;543643434;11839318;1435675;2024-11-06 17:24:55.057;0.056;0.343
0,24;0,29;0,37;3;7782282;10078250;10174851;548013459;11831019;1442103;2024-11-06 17:24:58.808;0.056;0.344
0,28;0,38;0,28;0;7785662;10080075;10169792;557024944;11781641;1435524;2024-11-06 17:28:43.832;0.056;0.346
0,25;0,31;0,24;1;7778186;10078034;10170835;557907920;11777463;1443891;2024-11-06 17:30:14.324;0.056;0.347
0,25;0,23;0,33;0;7780516;10080832;10170690;560967747;11825772;1440773;2024-11-06 17:31:07.244;0.057;0.348
0,25;0,30;0,24;0;7791300;10079055;10157410;553784951;11807710;1444378;2024-11-06 17:34:29.594;0.057;0.349
0,32;0,28;0,29;0;7794120;10079624;10171106;548652876;11783626;1446416;2024-11-06 17:35:11.452;0.057;0.350
0,27;0,23;0,21;0;7786345;10080664;10172852;544829136;11849213;1446674;2024-11-06 17:38:31.530;0.057;0.351
0,30;0,27;0,32;0;7770379;10079229;10166085;550094288;11879817;1444899;2024-11-06 17:39:27.568;0.057;0.353
0,28;0,39;0,27;1;7776101;10081095;10172814;550693587;11867286;1443438;2024-11-06 17:41:18.358;0.058;0.354
0,32;0,28;0,27;2;7792749;10080391;10168613;547366857;11793113;1443840;2024-11-06 17:43:33.296;0.058;0.355
0,26;0,27;0,24;0;7776561;10079574;10169688;555030749;11826535;1450965;2024-11-06 17:45:01.906;0.058;0.356
0,21;0,31;0,28;0;7776736;10079299;10168895;539992247;11896844;1448730;2024-11-06 17:48:31.818;0.058;0.357
0,34;0,20;0,30;1;7797730;10080281;10173739;552075735;11885760;1446858;2024-11-06 17:50:37.225;0.058;0.358
0,23;0,27;0,26;1;7765485;10081023;10174086;554952247;11819420;1452386;2024-11-06 17:52:26.579;0.059;0.360
0,28;0,29;0,26;0;7802679;10077792;10174360;549855991;11908115;1449532;2024-11-06 17:54:44.694;0.059;0.361
0,36;0,21;0,29;0;7783906;10079444;10167534;560194473;11837372;1451645;2024-11-06 17:55:45.482;0.059;0.362
0,32;0,32;0,30;2;7761890;10080027;10165118;547573760;11877571;1456039;2024-11-06 17:58:52.469;0.059;0.364
0,26;0,36;0,24;0;7784294;10078836;10173059;554543126;11871798;1448587;2024-11-06 17:58:53.789;0.059;0.363
0,26;0,29;0,26;2;7792569;10079604;10156139;539738957;11560317;1403927;2024-11-06 18:00:30.603;0.060;0.365
0,31;0,24;0,25;0;7769311;10077417;10164713;531913792;11595603;1405119;2024-11-06 18:02:33.020;0.060;0.367
0,31;0,22;0,30;0;7786834;10080572;10175625;543956935;11554646;1401525;2024-11-06 18:07:00.952;0.060;0.368
0,38;0,25;0,29;0;7781874;10079845;10171114;537719257;11590905;1407519;2024-11-06 18:07:09.638;0.060;0.369
0,28;0,26;0,27;3;7787169;10077591;10168303;531970491;11609472;1404317;2024-11-06 18:09:26.157;0.060;0.370
0,28;0,25;0,26;0;7782537;10078888;10169538;543500161;11594615;1410818;2024-11-06 18:11:04.751;0.061;0.371
0,23;0,28;0,28;2;7775397;10080105;10159614;543158629;11614392;1410701;2024-11-06 18:12:31.481;0.061;0.372
0,27;0,29;0,29;0;7788728;10078623;10160769;539261860;11608547;1405734;2024-11-06 18:16:35.667;0.061;0.373
0,24;0,31;0,27;1;7787509;10078664;10171776;542918585;11572593;1413494;2024-11-06 18:18:12.470;0.061;0.375
0,34;0,26;0,28;0;7781416;10079091;10164645;546043527;11656350;1410346;2024-11-06 18:19:41.916;0.061;0.376
0,20;0,25;0,27;0;7777775;10079557;10166294;538155567;11652594;1413257;2024-11-06 18:22:42.775;0.062;0.377
0,19;0,30;0,29;1;7780253;10078042;10164927;547158465;11596753;1414875;2024-11-06 18:23:02.060;0.062;0.378
0,28;0,18;0,31;3;7781115;10078140;10161490;545650385;11644320;1407411;2024-11-06 18:26:03.819;0.062;0.379
0,20;0,27;0,25;0;7765516;10079317;10170085;544322561;11675844;1417150;2024-11-06 18:27:25.192;0.062;0.380
0,23;0,30;0,28;3;7776640;10080162;10162305;545976896;11655896;1413504;2024-11-06 18:29:09.758;0.062;0.382
0,29;0,28;0,25;1;7790033;10079875;10161593;535977592;11615507;1410604;2024-11-06 18:31:56.359;0.062;0.383
0,32;0,29;0,30;0;7780430;10080102;10167729;547340619;11660479;1412878;2024-11-06 18:33:12.668;0.063;0.384
0,25;0,25;0,28;1;7789382;10079686;10168220;538628703;11620062;1414676;2024-11-06 18:36:56.889;0.063;0.386
0,22;0,24;0,27;3;7770127;10080129;10161623;538971540;11608206;1412806;2024-11-06 18:37:00.817;0.063;0.385
0,28;0,23;0,31;0;7770389;10078822;10163556;545441705;11645105;1417003;2024-11-06 18:39:16.205;0.063;0.387
0,23;0,27;0,26;1;7793782;10079918;10159998;549489755;11662547;1415143;2024-11-06 18:42:20.017;0.063;0.388
0,23;0,29;0,25;1;7778068;10079697;10170956;541467239;11712718;1414499;2024-11-06 18:43:27.686;0.064;0.390
0,25;0,31;0,25;0;7781928;10080972;10168164;542691109;11716159;1422081;2024-11-06 18:45:13.060;0.064;0.391
0,41;0,28;0,22;0;7794206;10078892;10164444;549581741;11668784;1424018;2024-11-06 18:48:23.058;0.064;0.392
0,29;0,24;0,20;0;7769771;10078423;10162173;545254354;11690981;1420840;2024-11-06 18:50:03.222;0.064;0.393
0,22;0,25;0,29;0;7785244;10080504;10171449;545856172;11733371;1418566;2024-11-06 18:51:02.385;0.064;0.394
0,32;0,35;0,27;0;7801414;10078420;10167117;550582839;11712632;1423094;2024-11-06 18:53:53.291;0.065;0.395
0,33;0,29;0,27;2;7789260;10081858;10166442;542050898;11650782;1420884;2024-11-06 18:56:26.132;0.065;0.396
0,24;0,27;0,23;0;7782520;10079623;10162757;530569056;11667106;1418848;2024-11-06 18:58:16.970;0.065;0.398
0,24;0,32;0,28;0;7788225;10079119;10167635;551471962;11695930;1422773;2024-11-06 18:59:38.778;0.065;0.399
0,27;0,31;0,23;0;7784069;10080053;10181143;545780863;11690893;1424411;2024-11-06 19:01:41.986;0.065;0.400
0,31;0,25;0,34;0;7793870;10077957;10168074;542889092;11686652;1421927;2024-11-06 19:03:34.716;0.066;0.401
0,21;0,33;0,27;2;7788722;10078024;10164027;542158032;11753025;1431236;2024-11-06 19:05:30.813;0.066;0.402
0,28;0,24;0,25;1;7783096;10079829;10165752;544196338;11676752;1424746;2024-11-06 19:07:27.982;0.066;0.403
0,28;0,35;0,28;0;7778236;10080277;10173751;549152408;11735883;1428940;2024-11-06 19:08:43.754;0.066;0.404
0,37;0,30;0,21;0;7773919;10077731;10168767;557404213;11775263;1427760;2024-11-06 19:11:10.649;0.066;0.406
0,34;0,26;0,26;0;7777830;10078395;10167919;543997408;11730233;1427243;2024-11-06 19:14:05.220;0.067;0.407
0,36;0,27;0,23;0;7774639;10078933;10164984;551822096;11703337;1433028;2024-11-06 19:15:06.849;0.067;0.408
0,31;0,19;0,32;0;7790508;10078946;10167306;552567084;11759473;1432608;2024-11-06 19:18:49.711;0.067;0.410
0,29;0,27;0,26;0;7786606;10079389;10171568;538112401;11746053;1430549;2024-11-06 19:18:54.606;0.067;0.409
0,32;0,25;0,23;0;7776906;10078768;10167497;553225876;11711793;1430134;2024-11-06 19:22:08.326;0.067;0.411
0,24;0,22;0,29;0;7775446;10076761;10172380;550373416;11742145;1432330;2024-11-06 19:22:40.836;0.068;0.412
0,22;0,28;0,31;0;7773693;10079453;10174721;547675656;11725821;1436536;2024-11-06 19:24:48.872;0.068;0.414
0,25;0,28;0,24;0;7789334;10080363;10166586;546146839;11785185;1435739;2024-11-06 19:26:32.813;0.068;0.415
0,25;0,26;0,32;0;7794185;10079439;10170328;548609203;11742188;1437741;2024-11-06 19:30:52.095;0.068;0.416
0,27;0,29;0,30;0;7764432;10081087;10172821;547880652;11783735;1433741;2024-11-06 19:32:20.692;0.068;0.417
0,22;0,24;0,33;0;7782285;10079733;10169739;554713654;11773614;1440968;2024-11-06 19:33:48.781;0.069;0.418
0,34;0,21;0,28;1;7787101;10079553;10167267;540798469;11784565;1432428;2024-11-06 19:36:20.686;0.069;0.419
0,25;0,25;0,30;0;7782214;10079891;10173609;545797651;11768191;1434399;2024-11-06 19:38:44.985;0.069;0.420
0,30;0,26;0,31;0;7782199;10078633;10167528;554001380;11820579;1442811;2024-11-06 19:39:13.206;0.069;0.421
0,29;0,28;0,27;0;7772541;10080925;10163767;544427849;11758882;1434727;2024-11-06 19:42:32.352;0.069;0.423
0,34;0,22;0,29;3;7796943;10081843;10169789;541289833;11784954;1435719;2024-11-06 19:43:27.246;0.070;0.424
0,26;0,27;0,26;0;7786016;10080789;10169491;549285134;11804495;1438636;2024-11-06 19:46:27.623;0.070;0.425
0,29;0,26;0,23;0;7786158;10079224;10167999;548246134;11782788;1444438;2024-11-06 19:46:37.076;0.070;0.426
0,21;0,29;0,29;2;7773298;10080117;10174995;542602773;11821042;1440654;2024-11-06 19:49:11.220;0.070;0.427
0,23;0,27;0,23;0;7780937;10078795;10171540;544222263;11845878;1446968;2024-11-06 19:51:48.462;0.070;0.428
0,30;0,31;0,25;0;7788958;10080413;10174139;540670007;11875284;1443459;2024-11-06 19:52:53.618;0.071;0.429
0,28;0,20;0,31;1;7781954;10079731;10175825;542899894;11791688;1446883;2024-11-06 19:54:40.202;0.071;0.431
0,28;0,33;0,32;0;7783691;10080049;10163494;556819467;11818301;1443321;2024-11-06 19:57:24.386;0.071;0.432
0,26;0,31;0,30;1;7775056;10078489;10177051;551544511;11829957;1446274;2024-11-06 19:58:31.562;0.071;0.433
0,25;0,23;0,32;3;7781602;10079626;10171195;552680896;11804408;1444186;2024-11-06 20:02:12.252;0.071;0.434
0,25;0,34;0,27;1;7774960;10079977;10164797;555590327;11803539;1442994;2024-11-06 20:03:42.651;0.072;0.435
0,38;0,40;0,25;0;7805250;10080007;10165840;559406462;11815600;1447933;2024-11-06 20:06:05.918;0.072;0.436
0,26;0,32;0,24;0;7787438;10081838;10171593;545771087;11812380;1452895;2024-11-06 20:07:15.845;0.072;0.437
0,19;0,32;0,30;0;7784698;10077595;10168506;557058093;11845897;1447691;2024-11-06 20:10:10.400;0.072;0.438
0,31;0,26;0,29;3;7781624;10080533;10175048;548635710;11857544;1453219;2024-11-06 20:11:12.408;0.072;0.439
0,29;0,29;0,27;2;7776184;10079208;10174863;549736242;11918664;1454503;2024-11-06 20:13:10.555;0.073;0.441
0,27;0,33;0,32;0;7765627;10081053;10169978;545675239;11852159;1456170;2024-11-06 20:15:23.890;0.073;0.442
0,22;0,25;0,21;1;7779365;10080331;10173444;544872076;11862000;1455566;2024-11-06 20:17:51.569;0.073;0.443
0,31;0,33;0,26;2;7779712;10080125;10166708;556709473;11925577;1453857;2024-11-06 20:19:19.183;0.073;0.444
0,22;0,25;0,30;0;7787263;10079497;10164332;552014417;11939134;1456705;2024-11-06 20:22:31.640;0.073;0.445
0,27;0,32;0,27;0;7800301;10077291;10183919;553457441;11854087;1453509;2024-11-06 20:24:40.753;0.074;0.446
0,30;0,30;0,29;1;7790154;10080036;10170065;554129591;11870889;1458138;2024-11-06 20:24:47.564;0.074;0.447
0,30;0,31;0,28;2;7790498;10077575;10169456;548188499;11878423;1460541;2024-11-06 20:26:37.753;0.074;0.448
0,19;0,25;0,28;0;7795420;10080648;10165303;551688399;11899550;1460360;2024-11-06 20:29:08.873;0.074;0.450
0,32;0,27;0,28;2;7784636;10080376;10165184;540951817;11921004;1461654;2024-11-06 20:32:39.812;0.074;0.451
0,33;0,29;0,29;1;7784837;10078924;10172374;552443342;11915932;1462863;2024-11-06 20:34:33.313;0.075;0.453
0,33;0,30;0,33;0;7781902;10080226;10169512;555664199;11960773;1454352;2024-11-06 20:34:45.596;0.075;0.452
0,31;0,28;0,28;3;7783826;10078724;10172005;546024283;11913518;1456363;2024-11-06 20:37:05.162;0.075;0.454
0,36;0,31;0,29;0;7790382;10079533;10164303;551013172;11887777;1459231;2024-11-06 20:38:34.700;0.075;0.455
0,22;0,30;0,25;1;7779324;10079732;10163426;545143319;11950946;1463875;2024-11-06 20:41:12.068;0.075;0.456
0,34;0,21;0,29;1;7790062;10081549;10170278;556319044;11986230;1463664;2024-11-06 20:43:56.616;0.076;0.457
0,40;0,28;0,29;1;7802572;10078149;10174149;550604644;11970622;1459517;2024-11-06 20:45:24.362;0.076;0.458
0,26;0,24;0,30;0;7780667;10077832;10170863;552728522;11954712;1465075;2024-11-06 20:48:41.707;0.076;0.460
0,35;0,31;0,33;0;7786892;10080561;10175515;553637459;11937389;1464757;2024-11-06 20:49:12.738;0.076;0.461
0,30;0,30;0,31;0;7780620;10081716;10175426;547150773;11964240;1461949;2024-11-06 20:51:39.294;0.076;0.462
0,22;0,29;0,31;0;7781783;10079429;10165793;555323382;11967899;1468535;2024-11-06 20:52:53.391;0.077;0.463
0,22;0,32;0,31;2;7794240;10079274;10176635;553416257;12004198;1470573;2024-11-06 20:54:45.164;0.077;0.464
0,25;0,23;0,27;0;7766561;10080330;10164074;552809301;11993002;1465246;2024-11-06 20:58:19.427;0.077;0.465
0,26;0,30;0,31;0;7794251;10081312;10174516;547101520;12024755;1464683;2024-11-06 20:59:37.127;0.077;0.466
0,33;0,24;0,31;0;7795568;10080475;10167589;549979912;11936220;1469808;2024-11-06 21:02:19.740;0.077;0.467
0,30;0,33;0,30;1;7777457;10078237;10168945;549827317;11999778;1466344;2024-11-06 21:04:04.921;0.078;0.468
0,29;0,30;0,27;0;7798262;10080471;10175867;559981705;11952625;1464954;2024-11-06 21:06:27.194;0.078;0.469
0,35;0,31;0,24;0;7792465;10079327;10172630;550212025;12027284;1465400;2024-11-06 21:06:54.640;0.078;0.471
0,25;0,35;0,25;3;7794382;10079147;10175611;557232234;11965633;1472969;2024-11-06 21:08:37.585;0.078;0.472
0,27;0,36;0,26;0;7776974;10079302;10168381;551772085;12053695;1466837;2024-11-06 21:10:36.314;0.078;0.473
0,21;0,33;0,25;0;7786570;10080205;10177618;559175239;11992684;1472822;2024-11-06 21:14:14.570;0.079;0.474
0,21;0,33;0,33;3;7807166;10079787;10177002;557577069;12058984;1471574;2024-11-06 21:14:32.740;0.079;0.475
0,25;0,30;0,30;3;7769257;10079355;10175553;554077086;11971347;1477489;2024-11-06 21:16:54.475;0.079;0.476
0,36;0,33;0,31;0;7794234;10078492;10165793;550275769;12020403;1474946;2024-11-06 21:18:40.136;0.079;0.477
0,29;0,34;0,27;1;7788610;10079170;10170193;551040211;11996481;1479131;2024-11-06 21:22:24.667;0.079;0.478
0,34;0,32;0,31;0;7771560;10080505;10170978;560638910;12033871;1473286;2024-11-06 21:24:52.283;0.080;0.479
0,20;0,37;0,32;0;7779161;10079998;10178005;562711823;12000877;1478022;2024-11-06 21:26:42.358;0.080;0.482
0,35;0,30;0,30;0;7791080;10080686;10185379;559340212;12050780;1474351;2024-11-06 21:26:44.110;0.080;0.480
0,32;0,26;0,26;3;7781921;10080006;10186542;556622755;12023938;1476721;2024-11-06 21:29:10.522;0.080;0.483
0,28;0,29;0,28;0;7803826;10079895;10182657;558920330;12059732;1481282;2024-11-06 21:32:38.705;0.080;0.484
0,43;0,31;0,26;1;7808986;10080089;10174064;550885637;12094371;1481698;2024-11-06 21:33:30.632;0.081;0.485
0,21;0,29;0,36;0;7770911;10077433;10177912;550653975;12021718;1478933;2024-11-06 21:35:11.995;0.081;0.486
0,29;0,36;0,32;0;7778527;10077210;10169489;553801657;12064926;1485003;2024-11-06 21:37:52.424;0.081;0.487
0,25;0,28;0,28;0;7787522;10080157;10177804;556301819;12097369;1476649;2024-11-06 21:39:06.637;0.081;0.488
0,27;0,33;0,26;0;7774625;10078517;10178599;556011706;12044463;1477102;2024-11-06 21:41:46.543;0.081;0.489
0,20;0,25;0,31;0;7784160;10080221;10175329;562801265;12076311;1483158;2024-11-06 21:43:03.607;0.082;0.490
0,34;0,34;0,33;0;7781760;10082049;10179472;548924438;12105966;1487070;2024-11-06 21:46:13.986;0.082;0.491
0,36;0,28;0,25;0;7779817;10079942;10168506;547194457;12038253;1484374;2024-11-06 21:46:55.684;0.082;0.492
0,24;0,30;0,34;0;7785127;10080529;10184170;561881615;12083602;1488434;2024-11-06 21:50:25.093;0.082;0.494
0,33;0,34;0,29;0;7785571;10080103;10184008;567575909;12123542;1488541;2024-11-06 21:52:40.931;0.082;0.495
0,24;0,33;0,39;0;7772471;10079012;10173794;561307300;12132168;1487757;2024-11-06 21:52:56.518;0.083;0.496
0,32;0,28;0,29;0;7782256;10079861;10172208;560289398;12092613;1481607;2024-11-06 21:55:08.662;0.083;0.497
0,23;0,26;0,29;0;7792411;10079830;10182930;556003472;12107710;1488595;2024-11-06 21:57:05.795;0.083;0.498
0,26;0,30;0,33;0;7795615;10080607;10177545;548388496;12159525;1492164;2024-11-06 22:00:40.865;0.083;0.500
0,30;0,29;0,29;3;7806429;10078880;10172383;558367474;12143568;1485951;2024-11-06 22:00:56.390;0.083;0.499
0,35;0,30;0,25;0;7783620;10081185;10180651;561772466;12105135;1493427;2024-11-06 22:03:46.043;0.084;0.501
0,25;0,31;0,28;0;7798533;10079674;10173694;566604808;12119901;1485213;2024-11-06 22:06:07.749;0.084;0.502
