fw_load_avg_1_min;fw_load_avg_5_min;fw_load_avg_15_min;fw_cpu_used;mem_used;root_used;log_used;fw_total_alloc;total_rx_packets;total_tx_packets;created_at
0,27;0,10;0,24;2;7916080;10093222;10309462;646151021;19020757;1820557;2024-11-06 16:40:44.985
0,11;0,24;0,23;0;7912673;10093205;10309428;646210764;19024475;1820620;2024-11-06 16:42:51.169
0,27;0,21;0,20;2;7910668;10093183;10308577;646359088;19020882;1820530;2024-11-06 16:45:03.265
0,17;0,23;0,24;2;7910231;10093189;10309710;646011548;19020867;1820624;2024-11-06 16:46:50.376
0,17;0,19;0,22;0;7913107;10093218;10309735;646398004;19020421;1820694;2024-11-06 16:50:40.415
0,31;0,29;0,18;1;7911609;10093155;10309147;645889246;19020089;1820533;2024-11-06 16:52:25.235
0,43;0,24;0,13;0;7913182;10093203;10309230;646480342;19021005;1820663;2024-11-06 16:54:24.788
0,29;0,24;0,12;0;7907557;10093224;10309375;646162695;19023981;1820554;2024-11-06 16:55:12.607
0,26;0,26;0,23;0;7910903;10093218;10308789;645732720;19020759;1820585;2024-11-06 16:57:09.518
0,08;0,18;0,23;2;7911188;10093176;10307817;646774767;19023797;1820581;2024-11-06 17:00:21.438
0,24;0,33;0,24;0;7911053;10093146;10309547;646326139;19023829;1820555;2024-11-06 17:01:36.963
0,07;0,14;0,15;0;7915832;10093117;10309350;645716664;19023190;1820595;2024-11-06 17:02:57.527
0,07;0,16;0,12;0;7908498;10093295;10309609;646340994;19024351;1820703;2024-11-06 17:05:57.869
0,13;0,29;0,20;0;7912088;10093182;10308742;646277519;19024978;1820570;2024-11-06 17:07:39.436
0,12;0,26;0,19;0;7910564;10093275;10309052;646340850;19024158;1820700;2024-11-06 17:09:33.097
0,02;0,25;0,18;2;7914150;10093177;10308692;646009486;19021770;1820749;2024-11-06 17:10:33.074
0,12;0,32;0,13;0;7910772;10093208;10308921;646324398;19023906;1820629;2024-11-06 17:13:30.399
0,02;0,11;0,19;0;7912751;10093290;10308679;646401555;19021019;1820706;2024-11-06 17:15:58.352
0,10;0,31;0,27;0;7912095;10093157;10308410;646545735;19021347;1820601;2024-11-06 17:17:45.747
0,16;0,11;0,22;0;7911734;10093240;10309298;646132962;19022728;1820573;2024-11-06 17:20:28.827
0,21;0,00;0,19;0;7913429;10093143;10309299;646012609;19025897;1820583;2024-11-06 17:21:00.186
0,00;0,27;0,19;0;7909664;10093256;10309136;646428497;19024404;1820638;2024-11-06 17:24:34.564
0,04;0,18;0,14;0;7913676;10093214;10309012;646058523;19023187;1820625;2024-11-06 17:24:53.859
0,17;0,14;0,17;0;7910400;10093188;10309216;646440355;19021876;1820663;2024-11-06 17:28:42.036
0,25;0,24;0,14;1;7910945;10093247;10308412;646138158;19021893;1820675;2024-11-06 17:28:58.464
0,06;0,14;0,19;0;7907856;10093194;10307852;646321887;19021796;1820734;2024-11-06 17:32:47.816
0,19;0,38;0,29;1;7903449;10093130;10309265;646139314;19022151;1820675;2024-11-06 17:34:42.712
0,17;0,13;0,28;0;7914944;10093294;10309587;646320472;19023228;1820723;2024-11-06 17:36:12.847
0,15;0,24;0,25;0;7908924;10093159;10308526;646013834;19026132;1820729;2024-11-06 17:36:44.169
0,00;0,15;0,20;0;7912563;10093256;10309286;646310073;19022726;1820698;2024-11-06 17:39:21.924
0,17;0,17;0,15;1;7905411;10093285;10309826;646310602;19023513;1820769;2024-11-06 17:41:34.914
0,22;0,03;0,22;0;7907894;10093210;10309703;646338274;19024138;1820753;2024-11-06 17:43:40.866
0,19;0,17;0,15;0;7913885;10093207;10309381;646455666;19022434;1820777;2024-11-06 17:44:58.742
0,02;0,14;0,22;1;7911384;10093251;10308484;646132589;19026224;1820662;2024-11-06 17:47:39.238
0,18;0,21;0,21;0;7909760;10093192;10309334;646530782;19025190;1820702;2024-11-06 17:49:55.422
0,13;0,11;0,28;1;7915132;10093218;10308407;646043528;19024109;1820719;2024-11-06 17:51:06.111
0,04;0,19;0,25;0;7911293;10093287;10309159;646090431;19022393;1820653;2024-11-06 17:52:35.688
0,03;0,22;0,19;0;7910589;10093181;10309268;646085839;19025868;1820751;2024-11-06 17:56:48.615
0,14;0,16;0,27;0;7912351;10093256;10309408;646387643;19025488;1820712;2024-11-06 17:57:43.622
0,00;0,02;0,18;1;7909944;10093339;10308048;646540191;19023257;1820719;2024-11-06 18:00:46.171
0,16;0,17;0,15;0;7915029;10093177;10309291;646016046;19025748;1820638;2024-11-06 18:02:58.259
0,42;0,10;0,24;0;7912273;10093186;10309657;646178676;19025374;1820650;2024-11-06 18:04:43.486
0,23;0,25;0,21;0;7905526;10093173;10309098;646633541;19022958;1820737;2024-11-06 18:06:20.538
0,00;0,21;0,25;0;7910499;10093198;10309843;646113851;19026270;1820692;2024-11-06 18:08:21.361
0,05;0,23;0,16;0;7910883;10093231;10308720;645789479;19023460;1820716;2024-11-06 18:09:20.710
0,16;0,13;0,17;0;7908738;10093200;10308921;646299141;19027689;1820736;2024-11-06 18:11:48.098
0,24;0,23;0,22;1;7908420;10093200;10309793;646030634;19027258;1820689;2024-11-06 18:14:45.736
0,37;0,30;0,25;0;7911044;10093215;10309098;646365932;19023442;1820624;2024-11-06 18:16:50.667
0,19;0,30;0,20;0;7911419;10093237;10309368;646670990;19025764;1820722;2024-11-06 18:18:11.928
0,05;0,16;0,27;0;7914556;10093245;10309073;646220902;19026974;1820766;2024-11-06 18:19:21.899
0,12;0,08;0,23;2;7912707;10093186;10308587;646748975;19023628;1820727;2024-11-06 18:21:13.380
0,03;0,35;0,24;2;7912888;10093257;10310109;646575253;19026161;1820764;2024-11-06 18:22:49.779
0,28;0,10;0,23;0;7912921;10093191;10308833;646258292;19026218;1820652;2024-11-06 18:24:32.747
0,00;0,20;0,22;0;7913422;10093195;10309203;646089498;19024277;1820636;2024-11-06 18:28:18.011
0,39;0,11;0,20;1;7910151;10093196;10308552;646490167;19025101;1820657;2024-11-06 18:30:28.622
0,10;0,11;0,29;0;7905877;10093192;10309383;646150186;19028169;1820767;2024-11-06 18:31:18.534
0,20;0,14;0,29;2;7911700;10093122;10309224;646764583;19028550;1820665;2024-11-06 18:33:34.129
0,14;0,15;0,20;0;7911952;10093216;10309499;646527690;19028333;1820787;2024-11-06 18:34:59.970
0,21;0,15;0,18;1;7907413;10093235;10309490;646372850;19027847;1820663;2024-11-06 18:38:09.296
0,16;0,12;0,26;2;7915894;10093219;10309125;646478194;19024970;1820664;2024-11-06 18:39:26.248
0,10;0,11;0,33;0;7912250;10093123;10309490;646174017;19027500;1820707;2024-11-06 18:41:11.691
0,01;0,24;0,20;1;7911084;10093240;10310106;646506269;19025464;1820679;2024-11-06 18:43:22.397
0,19;0,29;0,26;0;7917448;10093221;10309551;646317247;19028031;1820704;2024-11-06 18:45:06.500
0,26;0,27;0,12;1;7907750;10093202;10309991;646118013;19025755;1820791;2024-11-06 18:47:14.040
0,34;0,37;0,22;0;7911044;10093258;10309557;646301039;19027977;1820693;2024-11-06 18:50:45.418
0,01;0,10;0,28;0;7914097;10093256;10309359;646581389;19028816;1820687;2024-11-06 18:51:01.087
0,19;0,15;0,31;0;7913466;10093245;10309666;646212256;19028623;1820758;2024-11-06 18:52:41.165
0,19;0,16;0,31;0;7908909;10093188;10308882;646327659;19029252;1820744;2024-11-06 18:55:45.514
0,19;0,17;0,24;0;7913358;10093147;10308958;646051003;19026957;1820832;2024-11-06 18:57:36.354
0,21;0,30;0,29;0;7912478;10093166;10308716;646243888;19028813;1820665;2024-11-06 18:59:12.360
0,22;0,26;0,14;0;7915392;10093211;10309632;646547087;19029661;1820832;2024-11-06 19:01:57.637
0,18;0,06;0,18;0;7911108;10093175;10309229;646477110;19025321;1820821;2024-11-06 19:04:25.643
0,11;0,22;0,29;0;7918012;10093204;10308431;646109881;19025715;1820821;2024-11-06 19:06:20.105
0,15;0,29;0,15;0;7914267;10093127;10308996;646519961;19028908;1820852;2024-11-06 19:08:14.096
0,21;0,49;0,21;0;7914655;10093182;10308726;646219477;19027820;1820862;2024-11-06 19:10:40.396
0,22;0,21;0,12;0;7917601;10093269;10309421;646009020;19028466;1820710;2024-11-06 19:11:11.228
0,19;0,09;0,21;0;7912957;10093228;10309957;646235313;19025304;1820846;2024-11-06 19:13:17.139
0,21;0,20;0,26;2;7913900;10093275;10308618;646276117;19026000;1820801;2024-11-06 19:15:42.508
0,35;0,18;0,16;1;7910751;10093209;10309583;646431078;19027418;1820725;2024-11-06 19:16:31.656
0,01;0,11;0,13;2;7915577;10093239;10309246;646508971;19029796;1820784;2024-11-06 19:19:55.222
0,05;0,23;0,22;0;7913044;10093142;10309143;646713949;19026913;1820725;2024-11-06 19:20:52.696
0,19;0,13;0,26;1;7913516;10093197;10310099;646339132;19029325;1820876;2024-11-06 19:24:07.948
0,01;0,21;0,18;1;7913443;10093204;10309862;646113752;19025827;1820714;2024-11-06 19:25:18.996
0,24;0,22;0,28;0;7911047;10093174;10308968;646598757;19029547;1820879;2024-11-06 19:28:23.269
0,23;0,34;0,26;0;7910785;10093263;10308564;646039302;19030624;1820853;2024-11-06 19:30:49.200
0,11;0,13;0,29;0;7911808;10093196;10309378;646225141;19027293;1820803;2024-11-06 19:32:05.116
0,05;0,11;0,19;1;7907966;10093147;10308716;646135789;19028158;1820699;2024-11-06 19:34:12.449
0,19;0,20;0,21;0;7910545;10093235;10309546;646006094;19026109;1820814;2024-11-06 19:36:14.879
0,20;0,11;0,17;0;7913556;10093092;10310083;646051116;19027198;1820785;2024-11-06 19:39:00.572
0,20;0,15;0,20;0;7917489;10093209;10309723;646412535;19028369;1820730;2024-11-06 19:40:51.937
0,08;0,14;0,31;0;7916544;10093252;10309386;646586885;19028622;1820887;2024-11-06 19:42:21.026
0,33;0,26;0,15;0;7914152;10093184;10309912;646870035;19028388;1820824;2024-11-06 19:43:04.990
0,07;0,22;0,27;0;7909393;10093177;10309384;646374851;19027026;1820727;2024-11-06 19:45:12.585
0,38;0,24;0,20;0;7914223;10093261;10309128;646483813;19027731;1820789;2024-11-06 19:48:10.282
0,21;0,20;0,23;2;7915744;10093215;10309643;646276147;19031527;1820761;2024-11-06 19:50:24.180
0,17;0,19;0,30;0;7913529;10093192;10309802;646358126;19027073;1820735;2024-11-06 19:52:25.958
0,29;0,11;0,09;1;7914983;10093095;10309771;646353721;19029200;1820826;2024-11-06 19:52:37.890
0,27;0,25;0,22;0;7919463;10093214;10308983;646542463;19027126;1820723;2024-11-06 19:54:51.291
0,08;0,19;0,22;1;7913424;10093168;10309955;646282864;19027034;1820726;2024-11-06 19:57:36.577
0,27;0,32;0,23;2;7918901;10093236;10308730;646249896;19030884;1820880;2024-11-06 20:00:37.980
0,22;0,21;0,23;1;7913749;10093231;10309285;646211471;19029522;1820870;2024-11-06 20:02:04.400
0,17;0,16;0,26;0;7906294;10093171;10309470;646348140;19029989;1820786;2024-11-06 20:03:57.647
0,09;0,17;0,24;1;7917300;10093206;10308944;646360018;19031175;1820741;2024-11-06 20:06:05.924
0,40;0,13;0,13;0;7909943;10093165;10310160;646250243;19030732;1820783;2024-11-06 20:07:29.914
0,24;0,27;0,23;0;7915033;10093203;10309282;646363379;19031878;1820878;2024-11-06 20:09:31.415
0,06;0,26;0,25;1;7915981;10093199;10310053;646267775;19031894;1820774;2024-11-06 20:12:17.166
0,27;0,17;0,25;1;7914598;10093181;10310081;646838437;19027505;1820778;2024-11-06 20:14:27.131
0,19;0,35;0,25;0;7914165;10093252;10309805;646446560;19030089;1820926;2024-11-06 20:15:39.385
0,17;0,10;0,17;0;7912358;10093152;10309717;646431226;19028421;1820864;2024-11-06 20:18:40.795
0,15;0,11;0,22;0;7913241;10093180;10309793;646226528;19030966;1820859;2024-11-06 20:19:33.267
0,13;0,28;0,20;1;7909764;10093230;10309043;646272157;19029690;1820867;2024-11-06 20:22:45.379
0,16;0,28;0,18;0;7909333;10093190;10309861;646183532;19029601;1820914;2024-11-06 20:24:36.355
0,25;0,24;0,33;1;7912581;10093282;10310353;646199355;19029002;1820766;2024-11-06 20:24:41.940
0,33;0,28;0,26;0;7909374;10093241;10309835;646246082;19031301;1820783;2024-11-06 20:26:54.886
0,27;0,10;0,15;1;7911446;10093248;10308916;646480974;19032583;1820796;2024-11-06 20:28:58.516
0,07;0,12;0,24;0;7912925;10093268;10308360;646223918;19031966;1820905;2024-11-06 20:31:25.752
0,11;0,06;0,26;0;7913495;10093209;10309802;646231062;19032715;1820886;2024-11-06 20:34:14.622
0,14;0,21;0,19;0;7909904;10093205;10308834;646124450;19031478;1820801;2024-11-06 20:36:26.854
0,18;0,20;0,21;1;7911657;10093146;10308839;646447882;19029708;1820803;2024-11-06 20:37:41.635
0,29;0,19;0,21;0;7912525;10093229;10309514;646311199;19031829;1820886;2024-11-06 20:40:20.130
0,29;0,12;0,17;1;7916174;10093146;10309294;646429309;19030691;1820808;2024-11-06 20:40:53.673
0,00;0,23;0,22;1;7910428;10093170;10310106;646346556;19031968;1820781;2024-11-06 20:44:36.351
0,18;0,06;0,23;0;7918561;10093175;10308709;646703257;19033247;1820811;2024-11-06 20:46:30.260
0,22;0,23;0,17;0;7906171;10093190;10309301;646041597;19033635;1820863;2024-11-06 20:47:02.135
0,04;0,15;0,18;0;7911586;10093184;10308783;646340674;19032561;1820888;2024-11-06 20:49:30.026
0,20;0,19;0,15;0;7911992;10093216;10309451;646567677;19031025;1820902;2024-11-06 20:51:27.538
0,24;0,21;0,19;1;7916807;10093178;10309834;646361741;19031641;1820841;2024-11-06 20:54:54.578
0,00;0,25;0,23;0;7914095;10093260;10309536;646666538;19032413;1820920;2024-11-06 20:56:06.475
0,26;0,12;0,28;1;7912550;10093184;10310485;646658128;19033845;1820826;2024-11-06 20:58:12.555
0,14;0,27;0,24;0;7912221;10093201;10310082;646418652;19030550;1820888;2024-11-06 20:58:32.158
0,21;0,06;0,12;0;7908877;10093199;10309879;646229221;19031013;1820817;2024-11-06 21:02:26.474
0,23;0,27;0,23;1;7910227;10093187;10309077;646144701;19034322;1820918;2024-11-06 21:03:54.798
0,29;0,22;0,19;2;7912057;10093129;10308439;646595479;19030030;1820902;2024-11-06 21:05:28.232
0,04;0,14;0,21;0;7912133;10093248;10308560;646019896;19030312;1820888;2024-11-06 21:08:53.035
0,14;0,11;0,21;1;7914534;10093170;10309658;646106773;19033570;1820908;2024-11-06 21:09:36.396
0,14;0,13;0,20;0;7912857;10093335;10310624;646260201;19032888;1820792;2024-11-06 21:11:40.448
0,07;0,39;0,24;0;7909594;10093223;10309615;646535676;19033766;1820865;2024-11-06 21:14:26.783
0,23;0,26;0,10;2;7912148;10093196;10309680;646058525;19030808;1820853;2024-11-06 21:15:34.477
0,14;0,20;0,12;0;7912313;10093245;10309928;646674537;19032938;1820813;2024-11-06 21:17:40.213
0,16;0,31;0,24;1;7909277;10093185;10309660;646221875;19030854;1820876;2024-11-06 21:18:35.854
0,19;0,16;0,20;0;7908903;10093258;10309166;646678747;19031736;1820953;2024-11-06 21:21:58.350
0,20;0,27;0,21;0;7909925;10093217;10309501;646542831;19034459;1820820;2024-11-06 21:23:31.238
0,19;0,28;0,20;1;7915048;10093142;10309079;646200837;19030376;1820877;2024-11-06 21:25:07.092
0,20;0,09;0,20;0;7916526;10093254;10309920;646422927;19034424;1820916;2024-11-06 21:27:43.682
0,25;0,14;0,25;0;7916415;10093072;10309835;646415938;19030465;1820889;2024-11-06 21:28:30.561
0,26;0,19;0,23;0;7915453;10093201;10310454;646600990;19031010;1820815;2024-11-06 21:30:48.735
0,11;0,23;0,16;2;7912782;10093162;10309811;646362139;19034574;1820900;2024-11-06 21:33:30.677
0,35;0,25;0,20;0;7909518;10093162;10309823;646290159;19035165;1820821;2024-11-06 21:34:30.355
0,17;0,25;0,20;0;7916185;10093172;10308951;646418007;19031749;1820893;2024-11-06 21:37:24.107
0,03;0,07;0,26;0;7914708;10093175;10310050;646370392;19032533;1820868;2024-11-06 21:40:54.966
0,12;0,26;0,22;0;7912911;10093241;10309731;646454928;19034138;1820945;2024-11-06 21:41:34.661
0,27;0,33;0,18;0;7913451;10093289;10309973;646569932;19035262;1820905;2024-11-06 21:44:23.881
0,08;0,13;0,21;2;7913733;10093264;10308956;646520421;19032025;1820947;2024-11-06 21:46:34.595
0,10;0,13;0,26;0;7914972;10093144;10309188;646714798;19031146;1820908;2024-11-06 21:46:35.031
0,26;0,29;0,23;0;7915368;10093135;10309055;646788871;19035972;1820927;2024-11-06 21:50:17.653
0,15;0,16;0,19;0;7914318;10093216;10309414;646090780;19033958;1821026;2024-11-06 21:51:37.425
0,30;0,18;0,21;0;7914866;10093173;10309887;646367153;19033394;1820995;2024-11-06 21:53:54.744
0,17;0,17;0,24;2;7917096;10093262;10309840;646754454;19033061;1820940;2024-11-06 21:56:42.814
0,10;0,17;0,14;0;7910255;10093185;10309487;646013451;19033121;1820992;2024-11-06 21:56:52.204
0,22;0,24;0,28;1;7913604;10093266;10310685;646521299;19035624;1820868;2024-11-06 21:58:48.574
0,11;0,17;0,28;0;7911040;10093209;10309208;646368961;19035491;1820919;2024-11-06 22:01:54.396
0,10;0,08;0,22;1;7912318;10093287;10308792;646451975;19034461;1820869;2024-11-06 22:04:04.628
0,29;0,18;0,19;0;7919472;10093135;10310602;646619225;19033345;1820854;2024-11-06 22:06:02.447
0,13;0,15;0,23;0;7909385;10093110;10310016;646487930;19035411;1821028;2024-11-06 22:08:40.876
0,17;0,14;0,18;0;7910905;10093229;10309781;646577868;19034936;1820958;2024-11-06 22:09:51.697
0,32;0,23;0,16;0;7913655;10093253;10309883;646221073;19032419;1821036;2024-11-06 22:11:46.168
0,30;0,15;0,29;1;7913468;10093142;10309839;646233589;19034101;1820972;2024-11-06 22:14:41.455
0,28;0,17;0,14;0;7918614;10093247;10310002;646143096;19032990;1820954;2024-11-06 22:15:40.164
0,06;0,11;0,26;1;7911417;10093149;10308979;646658138;19033350;1820944;2024-11-06 22:18:32.885
0,28;0,29;0,15;0;7915394;10093102;10309728;646386685;19032742;1820861;2024-11-06 22:19:35.015
0,28;0,32;0,14;0;7912497;10093179;10310171;646413041;19033143;1820955;2024-11-06 22:20:55.434
0,10;0,26;0,22;1;7910498;10093191;10310242;646218462;19032537;1820950;2024-11-06 22:23:28.642
0,12;0,14;0,16;0;7912987;10093295;10309740;646328352;19035657;1820988;2024-11-06 22:26:31.706
0,24;0,11;0,24;0;7910706;10093249;10309429;646562504;19032633;1820961;2024-11-06 22:27:38.554
0,13;0,25;0,07;2;7916052;10093167;10309225;646264981;19032829;1820919;2024-11-06 22:29:03.517
0,12;0,13;0,28;0;7913456;10093228;10309947;646375618;19035621;1820924;2024-11-06 22:30:54.254
0,26;0,14;0,22;1;7918445;10093222;10308938;646594825;19035668;1820895;2024-11-06 22:33:13.500
0,17;0,10;0,29;0;7906980;10093146;10309221;646470133;19035997;1821020;2024-11-06 22:36:58.890
0,19;0,11;0,23;0;7912488;10093130;10309560;646489111;19035804;1820941;2024-11-06 22:37:29.945
0,15;0,16;0,17;1;7913695;10093221;10310591;646445761;19036685;1821030;2024-11-06 22:38:49.070
0,09;0,34;0,18;0;7918995;10093161;10309162;646294016;19033213;1820931;2024-11-06 22:41:47.897
0,18;0,25;0,19;0;7915558;10093221;10310284;646232714;19034203;1821015;2024-11-06 22:43:27.991
0,12;0,34;0,19;0;7914431;10093215;10309402;646332972;19036379;1820984;2024-11-06 22:46:09.682
0,37;0,23;0,27;0;7908574;10093177;10310273;646300323;19035285;1820897;2024-11-06 22:48:27.258
0,24;0,36;0,31;2;7916460;10093186;10308214;646680236;19035215;1821023;2024-11-06 22:50:34.724
0,29;0,25;0,19;0;7911301;10093196;10310177;646391634;19038317;1821060;2024-11-06 22:51:06.255
0,34;0,16;0,28;1;7912331;10093202;10310639;646550488;19037973;1821038;2024-11-06 22:54:22.378
0,36;0,15;0,31;1;7910237;10093167;10310508;646437808;19035844;1821063;2024-11-06 22:55:23.968
0,09;0,29;0,22;2;7916597;10093280;10309215;646562649;19035725;1820983;2024-11-06 22:56:55.067
0,24;0,23;0,17;1;7915647;10093191;10310166;646529331;19035331;1820986;2024-11-06 22:58:56.067
0,03;0,29;0,15;0;7907800;10093207;10309792;646410237;19034623;1821066;2024-11-06 23:01:03.093
0,02;0,17;0,22;1;7910939;10093191;10310173;646586097;19038539;1821041;2024-11-06 23:02:42.445
0,22;0,25;0,28;0;7916505;10093286;10310405;646222084;19035591;1821078;2024-11-06 23:04:31.016
0,02;0,23;0,23;0;7916143;10093142;10309942;646369992;19038282;1820998;2024-11-06 23:07:27.052
0,15;0,20;0,20;0;7913583;10093125;10309841;646534261;19034962;1821036;2024-11-06 23:09:01.172
0,25;0,04;0,18;1;7913884;10093171;10310469;646284821;19035557;1821050;2024-11-06 23:10:39.198
0,22;0,19;0,22;0;7913588;10093208;10309775;646360426;19034328;1820930;2024-11-06 23:13:42.929
0,19;0,07;0,19;0;7910576;10093219;10309689;646348032;19037433;1821095;2024-11-06 23:16:32.222
0,17;0,18;0,14;0;7916471;10093158;10310093;646382158;19036288;1821040;2024-11-06 23:17:47.913
0,14;0,11;0,20;0;7911695;10093207;10308910;645942745;19035480;1821020;2024-11-06 23:20:38.612
0,18;0,12;0,13;0;7917723;10093280;10310166;646789061;19036351;1821064;2024-11-06 23:21:56.821
0,09;0,20;0,27;2;7917830;10093168;10308574;646465136;19039185;1821067;2024-11-06 23:22:49.588
0,07;0,20;0,15;2;7913846;10093206;10309937;646245569;19037155;1820936;2024-11-06 23:26:52.697
0,20;0,26;0,24;0;7916105;10093211;10309736;646462691;19038055;1821015;2024-11-06 23:27:47.466
0,05;0,11;0,19;1;7911119;10093210;10310423;646498064;19038863;1821062;2024-11-06 23:30:01.969
0,21;0,32;0,17;0;7915865;10093148;10309635;646491915;19036052;1820944;2024-11-06 23:31:42.444
0,23;0,13;0,17;0;7913853;10093179;10309728;646264824;19036108;1820954;2024-11-06 23:33:39.879
0,04;0,17;0,22;0;7912385;10093119;10309817;646561963;19037770;1821095;2024-11-06 23:36:13.648
0,12;0,28;0,25;0;7913113;10093130;10309328;646623445;19037487;1820970;2024-11-06 23:38:42.187
0,05;0,09;0,25;0;7917562;10093235;10309456;646199854;19039696;1821086;2024-11-06 23:39:11.228
0,26;0,12;0,19;0;7907925;10093235;10309127;646397770;19038502;1821102;2024-11-06 23:42:14.470
0,07;0,11;0,20;0;7915069;10093197;10310252;646383307;19039035;1820990;2024-11-06 23:44:33.075
0,02;0,21;0,23;0;7913738;10093169;10309904;646193930;19039543;1820990;2024-11-06 23:45:06.597
0,00;0,16;0,19;0;7910888;10093143;10311022;646483370;19036686;1820947;2024-11-06 23:47:16.158
0,20;0,10;0,18;2;7918102;10093209;10309404;646395584;19039916;1821003;2024-11-06 23:49:19.510
0,20;0,28;0,25;2;7914684;10093166;10309430;646256909;19040250;1821078;2024-11-06 23:50:36.302
0,33;0,19;0,21;0;7915083;10093147;10310546;646292961;19035896;1821110;2024-11-06 23:53:39.299
0,05;0,06;0,11;1;7920010;10093209;10310661;646323861;19038993;1821028;2024-11-06 23:55:22.270
